LastName_FirstName, FirstName_LastName, Birthplace_AL, Longitude, Latitude
"COVIN, THERON MICHAEL"," ""THERON MICHAEL COVIN""", Repton,31.4082,-87.2364
"MICHAEL, MARILYN ANNE LOSCO"," ""MARILYN ANNE LOSCO MICHAEL""", Jackson,31.5082,-87.8942
"STEWART, FRANK"," ""FRANK STEWART""", Margaret,33.6829,-86.4742
"BRILES, EVE IDA BARAK"," ""EVE IDA BARAK BRILES""", York,32.4865,-88.2939
"CORLEY, ROBERT GAINES"," ""ROBERT GAINES CORLEY""", Birmingham,33.5186,-86.8104
"FLOYD, JOHN ALEX JR."," ""JOHN ALEX FLOYD JR.""", Selma,32.4074,-87.0211
"SCHROEDER, DAVID P."," ""DAVID P. SCHROEDER""", Akron,32.8768,-87.7403
"SIDES, WAYNE"," ""WAYNE SIDES""", Anniston,33.6598,-85.8316
"BREWER, SONNY"," ""SONNY BREWER""", Fairhope,30.5229,-87.9033
"FRITH, GREG H."," ""GREG H. FRITH""", Jackson,31.5082,-87.8942
"HOWELL, JOSEPH BENTON"," ""JOSEPH BENTON HOWELL""", Benton,32.3068,-87.2458
"WOODRUFF, NAN ELIZABETH"," ""NAN ELIZABETH WOODRUFF""", Anniston,33.6598,-85.8316
"BROWNING, AL"," ""AL BROWNING""", Brewton,31.1054,-87.0722
"DOSS, HARRIET E. AMOS"," ""HARRIET E. AMOS DOSS""", Mobile,30.6954,-88.0399
"HOLCOMBE, RANDALL GREGORY"," ""RANDALL GREGORY HOLCOMBE""", Bridgeport,34.9479,-85.7147
"HOWINGTON, LINDA S."," ""LINDA S. HOWINGTON""", Gadsden,34.0143,-86.0066
"McDOWELL, MICHAEL"," ""MICHAEL McDOWELL""", Enterprise,31.3152,-85.8552
"RUPLE, WAYNE DOUGLAS"," ""WAYNE DOUGLAS RUPLE""", Birmingham,33.5186,-86.8104
"WILSON, ZEBULON VANCE"," ""ZEBULON VANCE WILSON""", Lanett,32.8682,-85.1842
"DEDERER, JOHN MORGAN"," ""JOHN MORGAN DEDERER""", Douglas,34.1729,-86.3186
"MCDOWELL, DEBORAH E."," ""DEBORAH E. MCDOWELL""", Bessemer,33.4018,-86.9544
"BROWN, STEVEN FORD"," ""STEVEN FORD BROWN""", Florence,34.7998,-87.6773
"COTTLE, JOHN"," ""JOHN COTTLE""", Birmingham,33.5186,-86.8104
"HANSEN, JAMES R."," ""JAMES R. HANSEN""", Margaret,33.6829,-86.4742
"MONTGOMERY, THERON EARLE, III"," ""THERON EARLE MONTGOMERY III""", Jackson,31.5082,-87.8942
"WRIGHT, AMOS JASPER, III"," ""AMOS JASPER WRIGHT III""", Gadsden,34.0143,-86.0066
"VOLZ, JAMES THOMAS"," ""JAMES THOMAS VOLZ""", Dayton,32.3382,-87.6372
"ARMSTRONG, JOHN LEE JR."," ""JOHN LEE JR. ARMSTRONG""", Birmingham,33.5186,-86.8104
"SIMS, GEORGE E."," ""GEORGE E. SIMS""", Selma,32.4074,-87.0211
"WOOD, WAYNE"," ""WAYNE WOOD""", Birmingham,33.5186,-86.8104
"ALEXANDER, PAUL"," ""PAUL ALEXANDER""", Birmingham,33.5186,-86.8104
"FORD, TOMMY"," ""TOMMY FORD""", Gadsden,34.0143,-86.0066
"HUMPHRIES, JOHN JEFFERSON"," ""JOHN JEFFERSON HUMPHRIES""", Tuscaloosa,33.2098,-87.5692
"HUDSON, ADAMS FRAZER"," ""ADAMS FRAZER HUDSON""", Montgomery,32.3792,-86.3077
"ANDREWS, ANDY"," ""ANDY ANDREWS""", Birmingham,33.5186,-86.8104
"FELDMAN, GLENN"," ""GLENN FELDMAN""", Birmingham,33.5186,-86.8104
"CURNUTT, KIRK"," ""KIRK CURNUTT""", Lincoln,33.5943,-86.1186
"BANCROFT, BETSY BARBER"," ""BETSY BARBER BANCROFT""", Birmingham,33.5186,-86.8104
"BARRA, ALLEN"," ""ALLEN BARRA""", Birmingham,33.5186,-86.8104
"McMORRIES, EDWARD YOUNG"," ""EDWARD YOUNG McMORRIES”", Bullock County,32.0877,-85.7161
"WYETH, JOHN ALLEN"," ""JOHN ALLEN WYETH”", Marshall County,34.3223,-86.4997
"RILEY, BENJAMIN FRANKLIN"," ""BENJAMIN FRANKLIN RILEY""", Pineville,31.7427,-87.177
"MULLINS, ISLA MAY"," ""ISLA MAY MULLINS”", Summerfield,32.5162,-87.0457
"PALMER, THOMAS WAVERLY"," ""THOMAS WAVERLY PALMER”", Snow Hill,32.0056,-87.0085
"MAYFIELD, JAMES JEFFERSON"," ""JAMES JEFFERSON MAYFIELD”", Moore’s Bridge,33.4503,-87.7941
"OWEN, THOMAS McADORY"," ""THOMAS McADORY OWEN”", Jonesboro,33.3821,-86.9619
"STREET, OLIVER DAY"," ""OLIVER DAY STREET”", Warrenton,34.3568,-86.3594
"BEESON, JASPER LUTHER"," ""JASPER LUTHER BEESON”", Keener,34.1562,-85.9511
"THOMAS, WILLIAM HOLCOMBE"," ""WILLIAM HOLCOMBE THOMAS”", Chambers County,32.9024,-85.3549
"STREET, THOMAS ADKINS"," ""THOMAS ADKINS STREET”", Warrenton,34.3568,-86.3594
"McCONNELL, ANDREW M."," ""ANDREW M. McCONNELL”", Blount County,33.9965,-86.5679
"WALLACE, JOHN HENRY, JR."," ""JOHN HENRY WALLACE JR.""", Centre,34.1523,-85.6783
"CATTS, SAMUEL WALKER"," ""SAMUEL WALKER CATTS”", Pleasant Hill,32.1657,-86.9135
"ROTH, GERTRUDE WOOLLEY"," ""GERTRUDE WOOLLEY ROTH”", Plantersville,32.6568,-86.9244
"CARMICHAEL, WAVERLY TURNER"," ""WAVERLY TURNER CARMICHAEL”", Snow Hill,32.0046,-87.0072
"SHEEHAN, ELIZABETH HOUSTON WINSTON"," ""ELIZABETH HOUSTON WINSTON SHEEHAN""", Sumter County,32.6656,-88.0819
"BRANNON, PETER ALEXANDER"," ""PETER ALEXANDER BRANNON”", Seale,32.2974,-85.1688
"SMITH, HOLLAND McTYEIRE"," ""HOLLAND McTYEIRE SMITH”", Seale,32.2974,-85.1688
"LAZENBY, MARION ELIAS"," ""MARION ELIAS LAZENBY”", Forest Home,31.8624,-86.8428
"ALLDREDGE, J. HADEN"," ""J. HADEN ALLDREDGE”", Brooksville,34.162,-86.4755
"KELLY, MAUD McLURE"," ""MAUD McLURE KELLY”", Mountain Spring,34.0395,-85.6299
"GUERARD, IONE CROWE"," ""IONE CROWE GUERARD”", River Bend,32.8918,-85.8861
"ROZELLE, EDDIE BELL"," ""EDDIE BELL ROZELLE”", Hatchet Creek,33.2426,-86.0416
"YOUNGBLOOD, FRANCES E."," ""FRANCES E. YOUNGBLOOD”", Mathews,32.2653,-86.0039
"THOMPSON, FANNIE LEE MCCONDICHIE"," ""FANNIE LEE MCCONDICHIE THOMPSON”", Furman,32.0068,-86.9669
"CARMICHAEL, OMER"," ""OMER CARMICHAEL”", Hollins,33.1176,-86.1444
"SMITH, SIMON JACOB"," ""SIMON JACOB SMITH”", Alliance,33.5479,-87.1264
"JOHANSEN, MARGARET ALISON"," ""MARGARET ALISON JOHANSEN”",  Richmond,32.114,-87.055
"KIRBY, OTIS E."," ""OTIS E. KIRBY”", St. Clair County,33.7285,-86.3109
"BOYD, MINNIE CLARE"," ""MINNIE CLARE BOYD”", Athens,34.8029,-86.9717
"HOLT, THAD"," ""THAD HOLT”", Sumterville,32.7118,-88.2389
"HIGGINS, ADDIE LEE"," ""ADDIE LEE HIGGINS”", Stroud,33.0548,-85.3308
"BARKSDALE, JELKS"," ""JELKS BARKSDALE"" Fernbank",Fernbank,33.5793,-88.1417
"McELROY, JAMES RUSSELL"," ""JAMES RUSSELL McELROY”", McDowell,32.5235,-87.922
"WINTZELL, JAMES OLIVER"," ""JAMES OLIVER WINTZELL”", Coden,30.383,88.2383
"TIDWELL, PEARL MAGNEASE ROGERS"," ""PEARL MAGNEASE ROGERS TIDWELL”", Cleburne County,33.6775,-85.52
"HOBBS, HERSCHEL HAROLD"," ""HERSCHEL HAROLD HOBBS”", Coosa County,32.9464,-86.2294
"CURRY, ADRIAN RODERICK"," ""ADRIAN RODERICK CURRY", Toinette,31.3396,-88.0083
"LAMBERT, ALTON, SR."," ""ALTON LAMBERT SR.”", Cottondale,33.1892,-87.4566
"McMILLAN, MALCOLM COOK"," ""MALCOLM COOK McMILLAN”", Stockton,30.9938,-87.858
"CRUSE, IRMA BELLE RUSSELL"," ""IRMA BELLE RUSSELL CRUSE”", Hackneyville,33.0604,-85.933
"SCOTT, VERN"," ""VERN SCOTT”", Coldwater,33.5862,-85.9183
"TURNER, REX ALLWIN, SR."," ""REX ALLWIN TURNER SR.”", Corner,33.8004,-86.9422
"STEWART, MARGARET TURNER"," ""MARGARET TURNER STEWART”", Sycamore,33.2548,-86.2045
"HIGGINBOTHAM, RALPH D."," ""RALPH D. HIGGINBOTHAM”", Flat Rock,34.7698,-85.6944
"WARREN, HOYT MITCHELL"," ""HOYT MITCHELL WARREN”", Hackneyville,33.0604,-85.933
"AKENS, HELEN MORGAN"," ""HELEN MORGAN AKENS”", Sunny South,31.9649,-87.64
"MASON, DAVID PIERCE"," ""DAVID PIERCE MASON”", Stockton,30.9938,-87.858
"FARNELL, VIRGINIA FERGUSON"," ""VIRGINIA FERGUSON FARNELL""", Autauga County,32.5789,-86.6424
"GODFREY, MARIE HAM"," ""MARIE HAM GODFREY”", Marengo County,32.2621,-87.6879
"GENTRY, DOROTHY DEAN FREE"," ""DOROTHY DEAN FREE GENTRY""", Lawrence County,34.5264,-87.3108
"LAVENDER, WILLIAM"," ""WILLIAM LAVENDER”", Elrod,33.2562,-87.7922
"BOYD, CHARLES E. "," ""CHARLES E. BOYD", Pearson,33.0248,-87.3183
"ALLEN, LEE NORCROSS"," ""LEE NORCROSS ALLEN”", Shawmut,32.8404,-85.1833
"BROWN, WALLACE LAMAR"," ""WALLACE LAMAR BROWN”", Banks,31.8152,-85.843
"CHRISTIAN, MARIE ROBERTS "," ""MARIE ROBERTS CHRISTIAN”",Belle Mina,34.6568,-86.8792
"HARRIS, MARY IMOGENE"," ""MARY IMOGENE HARRIS”", Alabama City,34.0143,-86.0066
"LOWRY, INA FINCHER"," ""INA FINCHER LOWRY”", Pigeon Creek,31.6579,-86.5079
"SANDLIN, WINFRED GENE"," ""WINFRED GENE SANDLIN""", Empire,33.8084,-87.0109
"TEAFORD, RUTH E. ROMINE"," ""RUTH E. ROMINE TEAFORD”", Townley,33.8283,-87.4313
"BARNARD, HARRY VOLLIE"," ""HARRY VOLLIE BARNARD""", Cottonville,34.4541,-86.3363
"ROGERS, WILLIAM WARREN"," ""WILLIAM WARREN ROGERS”", Sandy Ridge,32.0209,-86.4524
"MIMS, LAMBERT C."," ""LAMBERT C. MIMS”", Uriah,31.3059,-87.4998
"MAYS, WILLIE HOWARD", WILLIE HOWARD MAYS”,Westfield,33.4842,-86.941
"TUBBS, BILLY G."," ""BILLY G. TUBBS""", Walker County,33.8088,-87.2802
"FOSCUE, VIRGINIA ODEN"," ""VIRGINIA ODEN FOSCUE""", Bellamy,32.4555,-88.1345
"JACKSON, CARLTON LUTHER"," ""CARLTON LUTHER JACKSON”", Blount County,33.9965,-86.5679
"THOMAS, JOAB LANGSTON"," ""JOAB LANGSTON THOMAS”", Holt,33.23,-87.4835
"BARTLETT, JERRY FRANK"," ""JERRY FRANK BARTLETT”", Langdale,32.8149,-85.1713
"SEALES, BOBBY JOE"," ""BOBBY JOE SEALES""", Shelby County,33.2395,-86.6611
"HARRIS, TRUDIER"," ""TRUDIER HARRIS""", Mantua,33.0531,-87.929
"NORRELL, ROBERT JEFFERSON"," ""ROBERT JEFFERSON NORRELL""", Hazel Green,34.9305,-86.5719
